Match ID,Match,Venue,Scorer Version,Substitutions Applied,Substitution Details,Innings Order,Batting Team,Batting Team ID,Batting Manager ID,Over Number,Ball Number,Valid Ball?,Batter,Batter ID,Batter Order,Non Strike Batter,Non Strike Batter ID,Bowler,Bowler ID,Bowling Team,Bowling Team ID,Bowling Manager ID,Runs Bat,Runs Extra,Extras Type,Dismissed Batter,Dismissed Batter ID,Progressive Runs,Progressive Wickets,Match Toss,Match Result
M11,Quadra Nemesis vs Naan CC,Ground 1,1.3.0,1,Naan CC: Azen -> Moiz (from Pandiya Associates),1,Naan CC,3bc98e4afa971530,b3962daecb26fb11,0,1,Yes,Qambar,245ae19524cf8bf7,1,Hashir,b3962daecb26fb11,Hassin,a895c7ab1ab7ee14,Quadra Nemesis,1f7eef147fba8be6,4945d60a2587cfde,0,0,None,None,,0,0,Naan CC,Naan CC won
M11,Quadra Nemesis vs Naan CC,Ground 1,1.3.0,1,Naan CC: Azen -> Moiz (from Pandiya Associates),1,Naan CC,3bc98e4afa971530,b3962daecb26fb11,0,2,Yes,Qambar,245ae19524cf8bf7,1,Hashir,b3962daecb26fb11,Hassin,a895c7ab1ab7ee14,Quadra Nemesis,1f7eef147fba8be6,4945d60a2587cfde,6,0,None,None,,6,0,Naan CC,Naan CC won
M11,Quadra Nemesis vs Naan CC,Ground 1,1.3.0,1,Naan CC: Azen -> Moiz (from Pandiya Associates),1,Naan CC,3bc98e4afa971530,b3962daecb26fb11,0,2,No,Qambar,245ae19524cf8bf7,1,Hashir,b3962daecb26fb11,Hassin,a895c7ab1ab7ee14,Quadra Nemesis,1f7eef147fba8be6,4945d60a2587cfde,0,1,Wide,None,,7,0,Naan CC,Naan CC won
M11,Quadra Nemesis vs Naan CC,Ground 1,1.3.0,1,Naan CC: Azen -> Moiz (from Pandiya Associates),1,Naan CC,3bc98e4afa971530,b3962daecb26fb11,0,3,Yes,Qambar,245ae19524cf8bf7,1,Hashir,b3962daecb26fb11,Hassin,a895c7ab1ab7ee14,Quadra Nemesis,1f7eef147fba8be6,4945d60a2587cfde,0,0,None,None,,7,0,Naan CC,Naan CC won
M11,Quadra Nemesis vs Naan CC,Ground 1,1.3.0,1,Naan CC: Azen -> Moiz (from Pandiya Associates),1,Naan CC,3bc98e4afa971530,b3962daecb26fb11,0,4,Yes,Qambar,245ae19524cf8bf7,1,Hashir,b3962daecb26fb11,Hassin,a895c7ab1ab7ee14,Quadra Nemesis,1f7eef147fba8be6,4945d60a2587cfde,6,0,None,None,,13,0,Naan CC,Naan CC won
M11,Quadra Nemesis vs Naan CC,Ground 1,1.3.0,1,Naan CC: Azen -> Moiz (from Pandiya Associates),1,Naan CC,3bc98e4afa971530,b3962daecb26fb11,0,5,Yes,Qambar,245ae19524cf8bf7,1,Hashir,b3962daecb26fb11,Hassin,a895c7ab1ab7ee14,Quadra Nemesis,1f7eef147fba8be6,4945d60a2587cfde,6,0,None,None,,19,0,Naan CC,Naan CC won
M11,Quadra Nemesis vs Naan CC,Ground 1,1.3.0,1,Naan CC: Azen -> Moiz (from Pandiya Associates),1,Naan CC,3bc98e4afa971530,b3962daecb26fb11,0,6,Yes,Qambar,245ae19524cf8bf7,1,Hashir,b3962daecb26fb11,Hassin,a895c7ab1ab7ee14,Quadra Nemesis,1f7eef147fba8be6,4945d60a2587cfde,0,0,None,Qambar,245ae19524cf8bf7,19,1,Naan CC,Naan CC won
M11,Quadra Nemesis vs Naan CC,Ground 1,1.3.0,1,Naan CC: Azen -> Moiz (from Pandiya Associates),1,Naan CC,3bc98e4afa971530,b3962daecb26fb11,1,1,Yes,Hashir,b3962daecb26fb11,2,Moiz,82774d7cf4b31220,Sanawar,3f4460d082a9c57c,Quadra Nemesis,1f7eef147fba8be6,4945d60a2587cfde,4,0,None,None,,23,1,Naan CC,Naan CC won
M11,Quadra Nemesis vs Naan CC,Ground 1,1.3.0,1,Naan CC: Azen -> Moiz (from Pandiya Associates),1,Naan CC,3bc98e4afa971530,b3962daecb26fb11,1,2,Yes,Hashir,b3962daecb26fb11,2,Moiz,82774d7cf4b31220,Sanawar,3f4460d082a9c57c,Quadra Nemesis,1f7eef147fba8be6,4945d60a2587cfde,1,0,None,None,,24,1,Naan CC,Naan CC won
M11,Quadra Nemesis vs Naan CC,Ground 1,1.3.0,1,Naan CC: Azen -> Moiz (from Pandiya Associates),1,Naan CC,3bc98e4afa971530,b3962daecb26fb11,1,2,No,Moiz,82774d7cf4b31220,3,Hashir,b3962daecb26fb11,Sanawar,3f4460d082a9c57c,Quadra Nemesis,1f7eef147fba8be6,4945d60a2587cfde,0,1,Wide,None,,25,1,Naan CC,Naan CC won
