Match ID,Match,Venue,Scorer Version,Substitutions Applied,Substitution Details,Innings Order,Batting Team,Batting Team ID,Batting Manager ID,Over Number,Ball Number,Valid Ball?,Batter,Batter ID,Batter Order,Non Strike Batter,Non Strike Batter ID,Bowler,Bowler ID,Bowling Team,Bowling Team ID,Bowling Manager ID,Runs Bat,Runs Extra,Extras Type,Dismissed Batter,Dismissed Batter ID,Progressive Runs,Progressive Wickets,Match Toss,Match Result
M8,MHK Royales vs Quadra Nemesis,Ground 1,1.3.0,0,None,1,MHK Royales,4971c062ff605430,6189a26dbc8dcefb,0,1,Yes,Hassan,6189a26dbc8dcefb,1,Mashaal,aa2948e74ae0ff63,Osama,4945d60a2587cfde,Quadra Nemesis,1f7eef147fba8be6,4945d60a2587cfde,0,0,None,Hassan,6189a26dbc8dcefb,0,1,Quadra Nemesis,Quadra Nemesis won
M8,MHK Royales vs Quadra Nemesis,Ground 1,1.3.0,0,None,1,MHK Royales,4971c062ff605430,6189a26dbc8dcefb,0,2,Yes,Talha,3c6c1ce2283f2cad,3,Mashaal,aa2948e74ae0ff63,Osama,4945d60a2587cfde,Quadra Nemesis,1f7eef147fba8be6,4945d60a2587cfde,0,0,None,Talha,3c6c1ce2283f2cad,0,2,Quadra Nemesis,Quadra Nemesis won
M8,MHK Royales vs Quadra Nemesis,Ground 1,1.3.0,0,None,1,MHK Royales,4971c062ff605430,6189a26dbc8dcefb,0,3,Yes,Asad,cb6a82a221ede7fc,4,Mashaal,aa2948e74ae0ff63,Osama,4945d60a2587cfde,Quadra Nemesis,1f7eef147fba8be6,4945d60a2587cfde,1,0,None,None,,1,2,Quadra Nemesis,Quadra Nemesis won
M8,MHK Royales vs Quadra Nemesis,Ground 1,1.3.0,0,None,1,MHK Royales,4971c062ff605430,6189a26dbc8dcefb,0,4,Yes,Mashaal,aa2948e74ae0ff63,2,Asad,cb6a82a221ede7fc,Osama,4945d60a2587cfde,Quadra Nemesis,1f7eef147fba8be6,4945d60a2587cfde,0,0,None,None,,1,2,Quadra Nemesis,Quadra Nemesis won
M8,MHK Royales vs Quadra Nemesis,Ground 1,1.3.0,0,None,1,MHK Royales,4971c062ff605430,6189a26dbc8dcefb,0,5,Yes,Mashaal,aa2948e74ae0ff63,2,Asad,cb6a82a221ede7fc,Osama,4945d60a2587cfde,Quadra Nemesis,1f7eef147fba8be6,4945d60a2587cfde,0,0,None,None,,1,2,Quadra Nemesis,Quadra Nemesis won
M8,MHK Royales vs Quadra Nemesis,Ground 1,1.3.0,0,None,1,MHK Royales,4971c062ff605430,6189a26dbc8dcefb,0,6,Yes,Mashaal,aa2948e74ae0ff63,2,Asad,cb6a82a221ede7fc,Osama,4945d60a2587cfde,Quadra Nemesis,1f7eef147fba8be6,4945d60a2587cfde,4,0,None,None,,5,2,Quadra Nemesis,Quadra Nemesis won
M8,MHK Royales vs Quadra Nemesis,Ground 1,1.3.0,0,None,1,MHK Royales,4971c062ff605430,6189a26dbc8dcefb,1,0,No,Asad,cb6a82a221ede7fc,4,Mashaal,aa2948e74ae0ff63,Sanawar,3f4460d082a9c57c,Quadra Nemesis,1f7eef147fba8be6,4945d60a2587cfde,0,1,Wide,None,,6,2,Quadra Nemesis,Quadra Nemesis won
M8,MHK Royales vs Quadra Nemesis,Ground 1,1.3.0,0,None,1,MHK Royales,4971c062ff605430,6189a26dbc8dcefb,1,1,Yes,Asad,cb6a82a221ede7fc,4,Mashaal,aa2948e74ae0ff63,Sanawar,3f4460d082a9c57c,Quadra Nemesis,1f7eef147fba8be6,4945d60a2587cfde,0,0,None,None,,6,2,Quadra Nemesis,Quadra Nemesis won
M8,MHK Royales vs Quadra Nemesis,Ground 1,1.3.0,0,None,1,MHK Royales,4971c062ff605430,6189a26dbc8dcefb,1,1,No,Asad,cb6a82a221ede7fc,4,Mashaal,aa2948e74ae0ff63,Sanawar,3f4460d082a9c57c,Quadra Nemesis,1f7eef147fba8be6,4945d60a2587cfde,0,1,Wide,None,,7,2,Quadra Nemesis,Quadra Nemesis won
M8,MHK Royales vs Quadra Nemesis,Ground 1,1.3.0,0,None,1,MHK Royales,4971c062ff605430,6189a26dbc8dcefb,1,1,No,Asad,cb6a82a221ede7fc,4,Mashaal,aa2948e74ae0ff63,Sanawar,3f4460d082a9c57c,Quadra Nemesis,1f7eef147fba8be6,4945d60a2587cfde,0,1,Wide,None,,8,2,Quadra Nemesis,Quadra Nemesis won
M8,MHK Royales vs Quadra Nemesis,Ground 1,1.3.0,0,None,1,MHK Royales,4971c062ff605430,6189a26dbc8dcefb,1,2,Yes,Asad,cb6a82a221ede7fc,4,Mashaal,aa2948e74ae0ff63,Sanawar,3f4460d082a9c57c,Quadra Nemesis,1f7eef147fba8be6,4945d60a2587cfde,6,0,None,None,,14,2,Quadra Nemesis,Quadra Nemesis won
