Match ID,Match,Venue,Scorer Version,Substitutions Applied,Substitution Details,Innings Order,Batting Team,Batting Team ID,Batting Manager ID,Over Number,Ball Number,Valid Ball?,Batter,Batter ID,Batter Order,Non Strike Batter,Non Strike Batter ID,Bowler,Bowler ID,Bowling Team,Bowling Team ID,Bowling Manager ID,Runs Bat,Runs Extra,Extras Type,Dismissed Batter,Dismissed Batter ID,Progressive Runs,Progressive Wickets,Match Toss,Match Result
M13,MHK Royales vs Quadra Nemesis,Ground 1,1.3.0,0,None,1,MHK Royales,4971c062ff605430,6189a26dbc8dcefb,0,1,Yes,Hassan,6189a26dbc8dcefb,1,Mashaal,aa2948e74ae0ff63,Osama,4945d60a2587cfde,Quadra Nemesis,1f7eef147fba8be6,4945d60a2587cfde,1,0,None,None,,1,0,Quadra Nemesis,MHK Royales won
M13,MHK Royales vs Quadra Nemesis,Ground 1,1.3.0,0,None,1,MHK Royales,4971c062ff605430,6189a26dbc8dcefb,0,2,Yes,Mashaal,aa2948e74ae0ff63,2,Hassan,6189a26dbc8dcefb,Osama,4945d60a2587cfde,Quadra Nemesis,1f7eef147fba8be6,4945d60a2587cfde,6,0,None,None,,7,0,Quadra Nemesis,MHK Royales won
M13,MHK Royales vs Quadra Nemesis,Ground 1,1.3.0,0,None,1,MHK Royales,4971c062ff605430,6189a26dbc8dcefb,0,3,Yes,Mashaal,aa2948e74ae0ff63,2,Hassan,6189a26dbc8dcefb,Osama,4945d60a2587cfde,Quadra Nemesis,1f7eef147fba8be6,4945d60a2587cfde,1,0,None,None,,8,0,Quadra Nemesis,MHK Royales won
M13,MHK Royales vs Quadra Nemesis,Ground 1,1.3.0,0,None,1,MHK Royales,4971c062ff605430,6189a26dbc8dcefb,0,4,Yes,Mashaal,aa2948e74ae0ff63,2,Hassan,6189a26dbc8dcefb,Osama,4945d60a2587cfde,Quadra Nemesis,1f7eef147fba8be6,4945d60a2587cfde,1,0,None,None,,9,0,Quadra Nemesis,MHK Royales won
M13,MHK Royales vs Quadra Nemesis,Ground 1,1.3.0,0,None,1,MHK Royales,4971c062ff605430,6189a26dbc8dcefb,0,5,Yes,Hassan,6189a26dbc8dcefb,1,Mashaal,aa2948e74ae0ff63,Osama,4945d60a2587cfde,Quadra Nemesis,1f7eef147fba8be6,4945d60a2587cfde,4,0,None,None,,13,0,Quadra Nemesis,MHK Royales won
M13,MHK Royales vs Quadra Nemesis,Ground 1,1.3.0,0,None,1,MHK Royales,4971c062ff605430,6189a26dbc8dcefb,0,5,No,Hassan,6189a26dbc8dcefb,1,Mashaal,aa2948e74ae0ff63,Osama,4945d60a2587cfde,Quadra Nemesis,1f7eef147fba8be6,4945d60a2587cfde,0,1,Wide,None,,14,0,Quadra Nemesis,MHK Royales won
M13,MHK Royales vs Quadra Nemesis,Ground 1,1.3.0,0,None,1,MHK Royales,4971c062ff605430,6189a26dbc8dcefb,0,6,Yes,Hassan,6189a26dbc8dcefb,1,Mashaal,aa2948e74ae0ff63,Osama,4945d60a2587cfde,Quadra Nemesis,1f7eef147fba8be6,4945d60a2587cfde,0,0,None,None,,14,0,Quadra Nemesis,MHK Royales won
M13,MHK Royales vs Quadra Nemesis,Ground 1,1.3.0,0,None,1,MHK Royales,4971c062ff605430,6189a26dbc8dcefb,1,1,Yes,Mashaal,aa2948e74ae0ff63,2,Hassan,6189a26dbc8dcefb,Sanawar,3f4460d082a9c57c,Quadra Nemesis,1f7eef147fba8be6,4945d60a2587cfde,1,0,None,None,,15,0,Quadra Nemesis,MHK Royales won
M13,MHK Royales vs Quadra Nemesis,Ground 1,1.3.0,0,None,1,MHK Royales,4971c062ff605430,6189a26dbc8dcefb,1,2,Yes,Hassan,6189a26dbc8dcefb,1,Mashaal,aa2948e74ae0ff63,Sanawar,3f4460d082a9c57c,Quadra Nemesis,1f7eef147fba8be6,4945d60a2587cfde,6,0,None,None,,21,0,Quadra Nemesis,MHK Royales won
M13,MHK Royales vs Quadra Nemesis,Ground 1,1.3.0,0,None,1,MHK Royales,4971c062ff605430,6189a26dbc8dcefb,1,2,No,Hassan,6189a26dbc8dcefb,1,Mashaal,aa2948e74ae0ff63,Sanawar,3f4460d082a9c57c,Quadra Nemesis,1f7eef147fba8be6,4945d60a2587cfde,0,1,Wide,None,,22,0,Quadra Nemesis,MHK Royales won
M13,MHK Royales vs Quadra Nemesis,Ground 1,1.3.0,0,None,1,MHK Royales,4971c062ff605430,6189a26dbc8dcefb,1,3,Yes,Hassan,6189a26dbc8dcefb,1,Mashaal,aa2948e74ae0ff63,Sanawar,3f4460d082a9c57c,Quadra Nemesis,1f7eef147fba8be6,4945d60a2587cfde,6,0,None,None,,28,0,Quadra Nemesis,MHK Royales won
M13,MHK Royales vs Quadra Nemesis,Ground 1,1.3.0,0,None,1,MHK Royales,4971c062ff605430,6189a26dbc8dcefb,1,3,No,Hassan,6189a26dbc8dcefb,1,Mashaal,aa2948e74ae0ff63,Sanawar,3f4460d082a9c57c,Quadra Nemesis,1f7eef147fba8be6,4945d60a2587cfde,0,1,Wide,None,,29,0,Quadra Nemesis,MHK Royales won
M13,MHK Royales vs Quadra Nemesis,Ground 1,1.3.0,0,None,1,MHK Royales,4971c062ff605430,6189a26dbc8dcefb,1,4,Yes,Hassan,6189a26dbc8dcefb,1,Mashaal,aa2948e74ae0ff63,Sanawar,3f4460d082a9c57c,Quadra Nemesis,1f7eef147fba8be6,4945d60a2587cfde,1,0,None,None,,30,0,Quadra Nemesis,MHK Royales won
M13,MHK Royales vs Quadra Nemesis,Ground 1,1.3.0,0,None,1,MHK Royales,4971c062ff605430,6189a26dbc8dcefb,1,5,Yes,Mashaal,aa2948e74ae0ff63,2,Hassan,6189a26dbc8dcefb,Sanawar,3f4460d082a9c57c,Quadra Nemesis,1f7eef147fba8be6,4945d60a2587cfde,0,0,None,None,,30,0,Quadra Nemesis,MHK Royales won
M13,MHK Royales vs Quadra Nemesis,Ground 1,1.3.0,0,None,1,MHK Royales,4971c062ff605430,6189a26dbc8dcefb,1,6,Yes,Mashaal,aa2948e74ae0ff63,2,Hassan,6189a26dbc8dcefb,Sanawar,3f4460d082a9c57c,Quadra Nemesis,1f7eef147fba8be6,4945d60a2587cfde,6,0,None,None,,36,0,Quadra Nemesis,MHK Royales won
M13,MHK Royales vs Quadra Nemesis,Ground 1,1.3.0,0,None,1,MHK Royales,4971c062ff605430,6189a26dbc8dcefb,2,1,Yes,Hassan,6189a26dbc8dcefb,1,Mashaal,aa2948e74ae0ff63,Anas,995910771eb5e065,Quadra Nemesis,1f7eef147fba8be6,4945d60a2587cfde,6,0,None,None,,42,0,Quadra Nemesis,MHK Royales won
M13,MHK Royales vs Quadra Nemesis,Ground 1,1.3.0,0,None,1,MHK Royales,4971c062ff605430,6189a26dbc8dcefb,2,2,Yes,Hassan,6189a26dbc8dcefb,1,Mashaal,aa2948e74ae0ff63,Anas,995910771eb5e065,Quadra Nemesis,1f7eef147fba8be6,4945d60a2587cfde,1,0,None,None,,43,0,Quadra Nemesis,MHK Royales won
M13,MHK Royales vs Quadra Nemesis,Ground 1,1.3.0,0,None,1,MHK Royales,4971c062ff605430,6189a26dbc8dcefb,2,3,Yes,Mashaal,aa2948e74ae0ff63,2,Hassan,6189a26dbc8dcefb,Anas,995910771eb5e065,Quadra Nemesis,1f7eef147fba8be6,4945d60a2587cfde,0,0,None,None,,43,0,Quadra Nemesis,MHK Royales won
M13,MHK Royales vs Quadra Nemesis,Ground 1,1.3.0,0,None,1,MHK Royales,4971c062ff605430,6189a26dbc8dcefb,2,4,Yes,Mashaal,aa2948e74ae0ff63,2,Hassan,6189a26dbc8dcefb,Anas,995910771eb5e065,Quadra Nemesis,1f7eef147fba8be6,4945d60a2587cfde,0,0,None,Mashaal,aa2948e74ae0ff63,43,1,Quadra Nemesis,MHK Royales won
M13,MHK Royales vs Quadra Nemesis,Ground 1,1.3.0,0,None,1,MHK Royales,4971c062ff605430,6189a26dbc8dcefb,2,5,Yes,Talha,3c6c1ce2283f2cad,3,Hassan,6189a26dbc8dcefb,Anas,995910771eb5e065,Quadra Nemesis,1f7eef147fba8be6,4945d60a2587cfde,6,0,None,None,,49,1,Quadra Nemesis,MHK Royales won
M13,MHK Royales vs Quadra Nemesis,Ground 1,1.3.0,0,None,1,MHK Royales,4971c062ff605430,6189a26dbc8dcefb,2,6,Yes,Talha,3c6c1ce2283f2cad,3,Hassan,6189a26dbc8dcefb,Anas,995910771eb5e065,Quadra Nemesis,1f7eef147fba8be6,4945d60a2587cfde,6,0,None,None,,55,1,Quadra Nemesis,MHK Royales won
M13,MHK Royales vs Quadra Nemesis,Ground 1,1.3.0,0,None,2,Quadra Nemesis,1f7eef147fba8be6,4945d60a2587cfde,0,1,Yes,Ahmad,8e3d02974700f710,1,Osama,4945d60a2587cfde,Talha,3c6c1ce2283f2cad,MHK Royales,4971c062ff605430,6189a26dbc8dcefb,0,0,None,None,,0,0,Quadra Nemesis,MHK Royales won
M13,MHK Royales vs Quadra Nemesis,Ground 1,1.3.0,0,None,2,Quadra Nemesis,1f7eef147fba8be6,4945d60a2587cfde,0,1,No,Ahmad,8e3d02974700f710,1,Osama,4945d60a2587cfde,Talha,3c6c1ce2283f2cad,MHK Royales,4971c062ff605430,6189a26dbc8dcefb,0,1,Wide,None,,1,0,Quadra Nemesis,MHK Royales won
M13,MHK Royales vs Quadra Nemesis,Ground 1,1.3.0,0,None,2,Quadra Nemesis,1f7eef147fba8be6,4945d60a2587cfde,0,1,No,Ahmad,8e3d02974700f710,1,Osama,4945d60a2587cfde,Talha,3c6c1ce2283f2cad,MHK Royales,4971c062ff605430,6189a26dbc8dcefb,0,1,Wide,None,,2,0,Quadra Nemesis,MHK Royales won
M13,MHK Royales vs Quadra Nemesis,Ground 1,1.3.0,0,None,2,Quadra Nemesis,1f7eef147fba8be6,4945d60a2587cfde,0,1,No,Ahmad,8e3d02974700f710,1,Osama,4945d60a2587cfde,Talha,3c6c1ce2283f2cad,MHK Royales,4971c062ff605430,6189a26dbc8dcefb,2,1,No Ball,None,,5,0,Quadra Nemesis,MHK Royales won
M13,MHK Royales vs Quadra Nemesis,Ground 1,1.3.0,0,None,2,Quadra Nemesis,1f7eef147fba8be6,4945d60a2587cfde,0,2,Yes,Ahmad,8e3d02974700f710,1,Osama,4945d60a2587cfde,Talha,3c6c1ce2283f2cad,MHK Royales,4971c062ff605430,6189a26dbc8dcefb,2,0,None,None,,7,0,Quadra Nemesis,MHK Royales won
M13,MHK Royales vs Quadra Nemesis,Ground 1,1.3.0,0,None,2,Quadra Nemesis,1f7eef147fba8be6,4945d60a2587cfde,0,2,No,Ahmad,8e3d02974700f710,1,Osama,4945d60a2587cfde,Talha,3c6c1ce2283f2cad,MHK Royales,4971c062ff605430,6189a26dbc8dcefb,0,1,Wide,None,,8,0,Quadra Nemesis,MHK Royales won
M13,MHK Royales vs Quadra Nemesis,Ground 1,1.3.0,0,None,2,Quadra Nemesis,1f7eef147fba8be6,4945d60a2587cfde,0,3,Yes,Ahmad,8e3d02974700f710,1,Osama,4945d60a2587cfde,Talha,3c6c1ce2283f2cad,MHK Royales,4971c062ff605430,6189a26dbc8dcefb,0,0,None,Ahmad,8e3d02974700f710,8,1,Quadra Nemesis,MHK Royales won
M13,MHK Royales vs Quadra Nemesis,Ground 1,1.3.0,0,None,2,Quadra Nemesis,1f7eef147fba8be6,4945d60a2587cfde,0,4,Yes,Sanawar,3f4460d082a9c57c,3,Osama,4945d60a2587cfde,Talha,3c6c1ce2283f2cad,MHK Royales,4971c062ff605430,6189a26dbc8dcefb,0,0,None,None,,8,1,Quadra Nemesis,MHK Royales won
M13,MHK Royales vs Quadra Nemesis,Ground 1,1.3.0,0,None,2,Quadra Nemesis,1f7eef147fba8be6,4945d60a2587cfde,0,5,Yes,Sanawar,3f4460d082a9c57c,3,Osama,4945d60a2587cfde,Talha,3c6c1ce2283f2cad,MHK Royales,4971c062ff605430,6189a26dbc8dcefb,0,0,None,Sanawar,3f4460d082a9c57c,8,2,Quadra Nemesis,MHK Royales won
M13,MHK Royales vs Quadra Nemesis,Ground 1,1.3.0,0,None,2,Quadra Nemesis,1f7eef147fba8be6,4945d60a2587cfde,0,6,Yes,Anas,995910771eb5e065,4,Osama,4945d60a2587cfde,Talha,3c6c1ce2283f2cad,MHK Royales,4971c062ff605430,6189a26dbc8dcefb,0,0,None,None,,8,2,Quadra Nemesis,MHK Royales won
M13,MHK Royales vs Quadra Nemesis,Ground 1,1.3.0,0,None,2,Quadra Nemesis,1f7eef147fba8be6,4945d60a2587cfde,1,1,Yes,Osama,4945d60a2587cfde,2,Anas,995910771eb5e065,Asad,cb6a82a221ede7fc,MHK Royales,4971c062ff605430,6189a26dbc8dcefb,4,0,None,None,,12,2,Quadra Nemesis,MHK Royales won
M13,MHK Royales vs Quadra Nemesis,Ground 1,1.3.0,0,None,2,Quadra Nemesis,1f7eef147fba8be6,4945d60a2587cfde,1,2,Yes,Osama,4945d60a2587cfde,2,Anas,995910771eb5e065,Asad,cb6a82a221ede7fc,MHK Royales,4971c062ff605430,6189a26dbc8dcefb,2,0,None,None,,14,2,Quadra Nemesis,MHK Royales won
M13,MHK Royales vs Quadra Nemesis,Ground 1,1.3.0,0,None,2,Quadra Nemesis,1f7eef147fba8be6,4945d60a2587cfde,1,3,Yes,Osama,4945d60a2587cfde,2,Anas,995910771eb5e065,Asad,cb6a82a221ede7fc,MHK Royales,4971c062ff605430,6189a26dbc8dcefb,0,0,None,None,,14,2,Quadra Nemesis,MHK Royales won
M13,MHK Royales vs Quadra Nemesis,Ground 1,1.3.0,0,None,2,Quadra Nemesis,1f7eef147fba8be6,4945d60a2587cfde,1,4,Yes,Osama,4945d60a2587cfde,2,Anas,995910771eb5e065,Asad,cb6a82a221ede7fc,MHK Royales,4971c062ff605430,6189a26dbc8dcefb,0,0,None,None,,14,2,Quadra Nemesis,MHK Royales won
M13,MHK Royales vs Quadra Nemesis,Ground 1,1.3.0,0,None,2,Quadra Nemesis,1f7eef147fba8be6,4945d60a2587cfde,1,4,No,Osama,4945d60a2587cfde,2,Anas,995910771eb5e065,Asad,cb6a82a221ede7fc,MHK Royales,4971c062ff605430,6189a26dbc8dcefb,0,1,Wide,None,,15,2,Quadra Nemesis,MHK Royales won
M13,MHK Royales vs Quadra Nemesis,Ground 1,1.3.0,0,None,2,Quadra Nemesis,1f7eef147fba8be6,4945d60a2587cfde,1,4,No,Osama,4945d60a2587cfde,2,Anas,995910771eb5e065,Asad,cb6a82a221ede7fc,MHK Royales,4971c062ff605430,6189a26dbc8dcefb,0,1,Wide,None,,16,2,Quadra Nemesis,MHK Royales won
M13,MHK Royales vs Quadra Nemesis,Ground 1,1.3.0,0,None,2,Quadra Nemesis,1f7eef147fba8be6,4945d60a2587cfde,1,5,Yes,Osama,4945d60a2587cfde,2,Anas,995910771eb5e065,Asad,cb6a82a221ede7fc,MHK Royales,4971c062ff605430,6189a26dbc8dcefb,0,0,None,None,,16,2,Quadra Nemesis,MHK Royales won
M13,MHK Royales vs Quadra Nemesis,Ground 1,1.3.0,0,None,2,Quadra Nemesis,1f7eef147fba8be6,4945d60a2587cfde,1,6,Yes,Osama,4945d60a2587cfde,2,Anas,995910771eb5e065,Asad,cb6a82a221ede7fc,MHK Royales,4971c062ff605430,6189a26dbc8dcefb,1,0,None,None,,17,2,Quadra Nemesis,MHK Royales won
M13,MHK Royales vs Quadra Nemesis,Ground 1,1.3.0,0,None,2,Quadra Nemesis,1f7eef147fba8be6,4945d60a2587cfde,2,0,No,Osama,4945d60a2587cfde,2,Anas,995910771eb5e065,Hassan,6189a26dbc8dcefb,MHK Royales,4971c062ff605430,6189a26dbc8dcefb,0,1,Wide,None,,18,2,Quadra Nemesis,MHK Royales won
M13,MHK Royales vs Quadra Nemesis,Ground 1,1.3.0,0,None,2,Quadra Nemesis,1f7eef147fba8be6,4945d60a2587cfde,2,1,Yes,Osama,4945d60a2587cfde,2,Anas,995910771eb5e065,Hassan,6189a26dbc8dcefb,MHK Royales,4971c062ff605430,6189a26dbc8dcefb,0,0,None,None,,18,2,Quadra Nemesis,MHK Royales won
